,in_wers,in_cers,in_pers,in_status,in_texts,in_scores,new_wers,new_cers,new_pers,new_status,new_texts,new_scores,refs
3556,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,exactitude
3557,1.0,1.0,1.0,0,,0.0,1.0,0.875,0.8571428571428571,1,seven,-67.765625,cheshire
3558,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,into
3559,1.0,1.0,1.0,0,,0.0,1.0,0.7142857142857143,1.0,1,okay,-52.35771179199219,whiskey
3560,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,xray
3561,1.0,0.75,0.75,1,no,-44.248130798339844,1.0,0.75,0.75,1,no,-50.5384407043457,down
3562,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-50.02839279174805,from
3563,1.0,0.9333333333333333,0.9230769230769231,1,yes,-43.8863639831543,1.0,0.9333333333333333,0.9230769230769231,1,yes,-36.7170524597168,dissatisfaction
3564,1.0,0.7142857142857143,0.8,1,seven,-57.099063873291016,1.0,0.7142857142857143,0.8,1,seven,-54.62364196777344,feather
3565,0.0,0.0,0.0,1,no,-37.84568786621094,1.0,2.0,1.0,1,yeah,-41.30901336669922,no
3566,1.0,2.0,1.0,1,eh,-88.83113098144531,1.0,1.0,1.0,0,,0.0,a
3567,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,they
3568,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,mm,-115.04933166503906,refugee
3569,2.0,0.875,1.0,1,yes yeah,-72.9896240234375,1.0,0.875,1.0,1,yes,-50.209659576416016,newfound
3570,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,about
3571,1.0,1.0,1.0,0,,0.0,1.0,1.5,1.0,1,eight,-54.69160079956055,it
3572,1.0,0.6,0.8,1,five,-40.90309524536133,1.0,0.6,0.8,1,five,-49.67292404174805,first
3573,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,who
3574,1.0,0.7142857142857143,1.0,1,yes,-33.43812561035156,1.0,0.7142857142857143,1.0,1,yes,-43.597312927246094,watches
3575,1.0,1.0,0.3333333333333333,1,yes,-44.7966194152832,1.0,1.0,1.0,0,,0.0,use
3576,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,xray
3577,1.0,1.0,1.0,0,,0.0,1.0,0.75,1.0,1,one,-60.79982376098633,into
3578,1.0,1.0,1.0,0,,0.0,1.0,0.6666666666666666,1.5,1,hey,-99.69447326660156,see
3579,1.0,2.0,1.0,1,eight,-55.095375061035156,1.0,2.0,1.0,1,eight,-67.70034790039062,at
3580,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,seven,-65.20955657958984,tango
3581,1.0,0.8,1.0,1,two,-41.94450378417969,1.0,0.6,1.0,1,hey,-116.85263061523438,three
3582,1.0,1.0,1.0,0,,0.0,1.0,0.8333333333333334,1.0,1,eight,-70.60795593261719,people
3583,1.0,1.0,1.0,0,,0.0,1.0,0.7142857142857143,0.8333333333333334,1,eight,-68.9638442993164,betroth
3584,1.0,0.8571428571428571,0.8333333333333334,1,yeah,-58.12445068359375,1.0,0.7142857142857143,0.8333333333333334,1,yes,-66.32470703125,glasses
3585,2.0,0.7142857142857143,1.0,1,me here,-114.46778869628906,1.0,0.8571428571428571,0.8333333333333334,1,birth,-170.14569091796875,bushels
3586,1.0,0.8,1.0,1,yeah,-33.157073974609375,1.0,0.8,1.0,1,yeah,-54.84929656982422,delta
3587,1.0,0.8,1.0,1,yeah,-44.760963439941406,1.0,0.8,1.0,1,yeah,-50.05808639526367,their
3588,1.0,0.8333333333333334,0.8333333333333334,1,yeah,-41.17700958251953,1.0,0.8333333333333334,0.8333333333333334,1,yeah,-43.17667007446289,python
3589,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,delete
3590,1.0,0.8,1.0,1,yeah,-49.41931915283203,1.0,0.6,1.0,1,yes,-66.56735229492188,these
3591,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,forgetfulness
3592,1.0,0.5714285714285714,0.7142857142857143,1,three,-45.89142990112305,1.0,1.0,0.8571428571428571,1,two,-56.03977584838867,charlie
3593,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,interwoven
3594,1.0,0.9230769230769231,0.9166666666666666,1,and,-37.28715896606445,1.0,0.9230769230769231,0.9166666666666666,1,and,-41.7542610168457,inexhaustible
3595,1.0,1.0,1.0,0,,0.0,1.0,0.75,1.0,1,yeah,-68.05378723144531,zero
3596,1.0,0.8571428571428571,0.8333333333333334,1,hey,-101.33203125,1.0,1.0,1.0,1,seven,-54.15431213378906,cowhide
3597,1.0,1.0,0.8333333333333334,1,yes,-47.20124053955078,1.0,1.0,0.8333333333333334,1,yes,-53.71844482421875,choice
3598,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,no,-61.37937545776367,mike
3599,1.0,0.9166666666666666,0.9230769230769231,1,yeah,-60.80691909790039,1.0,0.9166666666666666,0.9230769230769231,1,yeah,-54.04885482788086,advantageous
3600,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.75,1,yeah,-50.47206115722656,coil
3601,1.0,0.8,1.0,1,hey,-102.3730239868164,1.0,0.8,1.0,1,hey,-90.50263977050781,seven
3602,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,sandpipers
3603,1.0,0.8333333333333334,1.0,1,he,-53.04273223876953,1.0,0.8333333333333334,1.0,1,hey,-110.66071319580078,sharpshooter
3604,1.0,1.0,1.0,1,yeah,-41.78141403198242,1.0,1.0,1.0,1,yeah,-33.97422790527344,jowls
3605,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,about
3606,1.0,1.0,1.0,1,yeah,-33.6286506652832,1.0,1.0,1.0,1,yes,-34.820838928222656,duck
3607,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,upward
3608,3.0,1.4285714285714286,1.7142857142857142,1,and heres her,-235.68685913085938,1.0,1.0,1.0,0,,0.0,episode
3609,1.0,0.8,1.0,1,hey,-114.52069091796875,1.0,0.8,1.0,1,hey,-96.71958923339844,seven
3610,1.0,1.0,1.0,1,yes,-43.5330924987793,1.0,1.0,1.0,1,right,-54.64225387573242,what
3611,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,ablutions
3612,1.0,0.75,0.75,1,lets,-182.79656982421875,1.0,1.0,1.0,1,yes,-61.183223724365234,like
3613,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,sierra
3614,1.0,1.0,0.6666666666666666,1,hell,-100.30693817138672,1.0,1.0,1.0,1,hey,-157.84451293945312,said
3615,1.0,1.0,1.0,1,mm,-120.1144027709961,1.0,1.0,1.0,1,mm,-121.67761993408203,overshadowed
3616,1.0,0.6666666666666666,0.6666666666666666,1,hey,-91.9561767578125,1.0,0.6666666666666666,0.6666666666666666,1,hey,-109.11283874511719,his
3617,1.0,1.0,1.0,0,,0.0,1.0,0.8333333333333334,1.0,1,eight,-58.51360321044922,people
3618,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,oh
3619,1.0,1.0,1.0,1,um,-30.369489669799805,1.0,1.0,1.0,1,um,-36.4084358215332,oh
3620,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.6,1,hey,-120.70431518554688,paste
3621,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-40.95760726928711,them
3622,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,adjacent
3623,1.0,0.8333333333333334,0.8333333333333334,1,yeah,-37.92967987060547,1.0,0.8333333333333334,0.8333333333333334,1,yeah,-38.65665817260742,python
3624,1.0,1.0,1.0,1,yeah,-66.23530578613281,1.0,1.0,1.0,1,yeah,-62.075721740722656,way
3625,1.0,1.0,0.6666666666666666,1,six,-46.728614807128906,1.0,1.0,0.6666666666666666,1,six,-51.726932525634766,bequeath
3626,1.0,0.5714285714285714,0.7142857142857143,1,three,-38.29461669921875,1.0,0.5714285714285714,0.7142857142857143,1,three,-44.347938537597656,charlie
3627,1.0,1.0,1.0,1,hey,-163.6200714111328,1.0,0.8571428571428571,0.8333333333333334,1,seven,-59.09578323364258,command
3628,1.0,1.6666666666666667,2.0,1,courage,-136.52835083007812,1.0,1.0,1.0,1,two,-53.77702331542969,cut
3629,1.0,1.0,1.0,0,,0.0,1.0,0.8333333333333334,1.0,1,yes,-61.85892105102539,absorb
3630,1.0,1.0,1.0,1,no,-44.50532150268555,1.0,1.0,1.0,1,no,-62.307926177978516,may
3631,1.0,0.8,0.9166666666666666,1,yeah,-48.745723724365234,1.0,0.7,0.75,1,eight,-51.49533462524414,exaggerate
3632,1.0,2.0,1.0,1,yeah,-43.887271881103516,1.0,2.0,1.0,1,yeah,-55.914188385009766,by
3633,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,foil
3634,1.0,1.5,1.3333333333333333,1,health,-36.91389083862305,1.0,1.0,1.0,0,,0.0,come
3635,1.0,1.0,1.0,0,,0.0,1.0,0.75,1.0,1,nine,-56.56777572631836,many
3636,1.0,0.9090909090909091,0.9090909090909091,1,yes,-31.205322265625,1.0,0.9090909090909091,0.9090909090909091,1,yes,-30.741024017333984,entertainer
3637,1.0,1.0,1.0,0,,0.0,0.0,0.0,0.0,1,yes,-34.69129180908203,yes
3638,1.0,0.25,0.3333333333333333,1,then,-36.21118927001953,1.0,0.25,0.3333333333333333,1,then,-37.25984191894531,than
3639,1.0,1.0,0.8333333333333334,1,yeah,-34.91556167602539,1.0,1.0,0.8333333333333334,1,yeah,-54.06757736206055,vacuum
3640,1.0,0.3333333333333333,0.6666666666666666,1,hey,-145.65264892578125,1.0,1.0,1.0,0,,0.0,her
3641,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,look
3642,1.0,1.0,1.0,1,seven,-56.26454162597656,1.0,1.0,1.0,1,seven,-37.33555603027344,charlie
3643,1.0,0.7777777777777778,0.875,1,yes,-32.63914489746094,1.0,0.7777777777777778,0.875,1,yes,-32.826419830322266,bluebells
3644,1.0,0.5,0.5,1,two,-38.71278762817383,1.0,0.5,0.5,1,two,-41.06047821044922,to
3645,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,seven,-50.579689025878906,tango
3646,1.0,0.75,0.75,1,yes,-32.130889892578125,1.0,0.75,0.75,1,yes,-44.11183547973633,left
3647,1.0,1.0,1.0,1,i,-43.13462829589844,0.0,0.0,0.0,1,one,-49.97076416015625,one
3648,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,we
3649,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,um,-39.073909759521484,long
3650,1.0,1.0,0.875,1,yes,-29.656269073486328,1.0,1.0,0.875,1,yes,-36.65396499633789,uniform
3651,1.0,0.8571428571428571,1.0,1,nice,-51.80350112915039,1.0,0.7142857142857143,0.8,1,was,-64.31417083740234,massage
3652,1.0,1.0,1.0,0,,0.0,1.0,0.8,1.0,1,yeah,-63.36801528930664,bravo
3653,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,nevertheless
3654,1.0,1.0,0.9,1,h,-33.079071044921875,1.0,1.0,1.0,0,,0.0,casualties
3655,0.0,0.0,0.0,1,yes,-35.235443115234375,0.0,0.0,0.0,1,yes,-32.00428009033203,yes
3656,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,cushy
3657,1.0,0.8333333333333334,1.0,1,yeah,-51.800228118896484,1.0,0.8333333333333334,1.0,1,yeah,-63.93424606323242,sierra
3658,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,bathe
3659,1.0,1.0,1.0,0,,0.0,1.0,0.8,1.0,1,no,-58.983760833740234,bosom
3660,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,absorb
3661,1.0,0.8571428571428571,1.0,1,seven,-36.13005447387695,1.0,0.8571428571428571,1.0,1,seven,-38.076881408691406,choking
3662,1.0,0.8571428571428571,0.8333333333333334,1,yeah,-51.388160705566406,1.0,0.7142857142857143,0.8333333333333334,1,yes,-62.98621368408203,glasses
3663,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,nausea
3664,1.0,2.0,1.0,1,yeah,-54.668148040771484,1.0,1.0,1.0,0,,0.0,do
3665,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,needlepoint
3666,1.0,1.0,1.0,1,hey,-99.15576171875,1.0,1.0,1.0,1,hey,-116.38223266601562,first
3667,1.0,0.5,0.5,1,and,-30.605085372924805,1.0,1.0,1.0,0,,0.0,an
3668,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,absolve
3669,2.0,1.4,1.0,1,there is,-74.24705505371094,1.0,1.0,1.0,1,yes,-60.31367111206055,bulge
3670,1.0,1.0,1.0,0,,0.0,1.0,0.75,1.0,1,six,-51.86827850341797,five
3671,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,the
3672,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,alt
3673,1.0,0.75,0.6666666666666666,1,yes,-34.55134201049805,1.0,0.75,0.6666666666666666,1,yes,-41.04545593261719,this
3674,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,or
3675,1.0,0.8,1.0,1,yeah,-52.69257354736328,1.0,0.8,1.0,1,yeah,-43.02430725097656,chair
3676,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.75,1,hey,-112.81743621826172,foil
3677,1.0,1.0,1.0,1,two,-50.068511962890625,1.0,1.0,1.0,0,,0.0,see
3678,1.0,2.0,1.0,1,yeah,-51.326873779296875,1.0,2.0,1.0,1,yeah,-66.8442153930664,so
3679,1.0,1.0,1.0,1,mm,-81.06745910644531,1.0,1.0,1.5,1,hey,-127.49601745605469,be
3680,1.0,0.8888888888888888,0.9090909090909091,1,yeah,-35.14070510864258,1.0,1.0,1.0,0,,0.0,rejoinder
3681,1.0,0.8,1.0,1,yeah,-43.0373649597168,1.0,0.8,1.0,1,yeah,-46.3973274230957,there
3682,1.0,1.0,1.0,1,mm,-91.28468322753906,1.0,1.0,1.0,0,,0.0,she
3683,1.0,0.5,0.6666666666666666,1,then,-35.76324462890625,1.0,0.75,0.6666666666666666,1,one,-53.684776306152344,been
3684,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yes,-34.75115203857422,blithe
3685,1.0,1.0,1.0,0,,0.0,1.0,0.8571428571428571,1.0,1,eight,-63.58653259277344,uniform
3686,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,unyielding
3687,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,yankee
3688,1.0,0.8333333333333334,0.875,1,yes,-40.7950325012207,1.0,0.8333333333333334,0.875,1,yes,-39.030113220214844,juliet
3689,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,appreciable
3690,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,hulk
3691,1.0,1.0,1.0,1,and,-32.47037887573242,1.0,1.0,1.0,0,,0.0,eight
3692,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,six,-48.74958801269531,chauffeur
3693,1.0,1.0,1.0,0,,0.0,1.0,0.75,0.8888888888888888,1,seven,-89.800537109375,november
3694,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,righteous
3695,1.0,0.5,0.5,1,two,-40.158329010009766,1.0,0.5,0.5,1,two,-40.747344970703125,to
3696,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.8333333333333334,1,yes,-46.38198471069336,choice
3697,1.0,1.0,1.0,0,,0.0,1.0,0.75,0.75,1,one,-59.25341796875,word
3698,1.0,0.9,1.0,1,hey,-96.57572937011719,1.0,0.9,1.0,1,hey,-127.0429458618164,quadrupled
3699,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,six
3700,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,each
3701,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,who
3702,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,no,-37.50997543334961,battlefield
3703,1.0,0.5,1.0,1,hey,-104.49411010742188,1.0,0.5,1.0,1,hey,-89.24235534667969,he
3704,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,bathtub
3705,1.0,0.6666666666666666,0.6666666666666666,1,hey,-96.84257507324219,1.0,0.6666666666666666,0.6666666666666666,1,hey,-95.22892761230469,his
3706,1.0,0.8333333333333334,0.875,1,eight,-54.971092224121094,1.0,1.0,1.0,0,,0.0,juliet
3707,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,beguile
3708,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,inalienable
3709,1.0,0.5,0.6666666666666666,1,he,-38.990692138671875,1.0,0.75,0.6666666666666666,1,hey,-115.82681274414062,have
3710,1.0,1.0,1.0,0,,0.0,1.0,1.0,0.5,1,nine,-70.87643432617188,down
3711,1.0,0.7777777777777778,0.8571428571428571,1,then,-41.816246032714844,1.0,0.7777777777777778,0.8571428571428571,1,then,-38.765689849853516,bloodshed
3712,1.0,0.875,1.0,1,yeah,-54.228519439697266,1.0,0.875,1.0,1,yeah,-68.3796615600586,newfound
3713,1.0,1.3333333333333333,1.0,1,yeah,-40.94780731201172,1.0,1.3333333333333333,1.0,1,yeah,-60.06974792480469,the
3714,1.0,0.6666666666666666,0.6666666666666666,1,gig,-81.10041809082031,1.0,0.6666666666666666,0.6666666666666666,1,yes,-43.58180236816406,get
3715,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,mm,-99.19435119628906,who
3716,1.0,1.0,1.0,0,,0.0,1.0,1.3333333333333333,0.6666666666666666,1,eight,-44.513877868652344,out
3717,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,futurity
3718,1.0,0.75,0.6666666666666666,1,yeah,-38.61281967163086,1.0,0.75,0.6666666666666666,1,yeah,-60.6388053894043,your
3719,1.0,0.8,1.0,1,yeah,-58.18804168701172,1.0,0.8,1.0,1,yeah,-59.45869064331055,stars
3720,1.0,0.75,0.6666666666666666,1,yeah,-33.502960205078125,1.0,0.75,0.6666666666666666,1,yeah,-35.89482498168945,your
3721,2.0,2.0,2.0,1,a rich,-147.60507202148438,1.0,1.0,1.0,0,,0.0,out
3722,1.0,0.875,1.0,1,anger,-132.7878875732422,1.0,1.0,0.875,1,eight,-50.99595260620117,approach
3723,1.0,1.0,1.0,1,oh,-35.96550369262695,1.0,0.6666666666666666,0.5,1,ah,-40.972537994384766,are
3724,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,pennyworth
3725,1.0,1.0,1.0,1,hey,-119.2374267578125,1.0,1.0,1.0,1,mm,-114.3970947265625,for
3726,1.0,1.0,1.0,0,,0.0,1.0,0.5,1.5,1,no,-50.582523345947266,do
3727,1.0,0.8571428571428571,0.8333333333333334,1,very,-43.9169921875,1.0,1.0,1.0,0,,0.0,bulrush
3728,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,november
3729,1.0,0.6666666666666666,0.6666666666666666,1,hey,-125.10537719726562,1.0,0.6666666666666666,0.6666666666666666,1,hey,-144.4169921875,how
3730,1.0,0.75,1.0,1,yes,-32.61807632446289,1.0,0.75,1.0,1,yes,-34.11609649658203,beef
3731,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,romeo
3732,1.0,0.5,1.5,1,no,-59.30147933959961,1.0,0.5,1.5,1,no,-49.30082321166992,do
3733,1.0,1.0,1.0,1,yeah,-41.904212951660156,1.0,1.0,1.0,1,yeah,-38.05323028564453,ball
3734,1.0,1.0,1.0,0,,0.0,1.0,0.8,0.8888888888888888,1,that,-48.09861755371094,birmingham
3735,1.0,0.6666666666666666,0.6666666666666666,1,hey,-102.90460205078125,1.0,0.6666666666666666,0.6666666666666666,1,hey,-102.6666259765625,has
3736,1.0,0.6666666666666666,0.6666666666666666,1,yeah,-41.476924896240234,0.0,0.0,0.0,1,yes,-33.4278564453125,yes
3737,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,can
3738,1.0,1.0,1.0,0,,0.0,1.0,0.6,0.8,1,okay,-43.76625061035156,oscar
3739,0.0,0.0,0.0,1,first,-49.77518844604492,1.0,1.0,1.0,1,hey,-112.00642395019531,first
3740,1.0,0.8,0.8333333333333334,1,hey,-83.62860107421875,1.0,0.8,0.8333333333333334,1,hey,-126.93535614013672,chide
3741,1.0,0.3333333333333333,0.3333333333333333,1,an,-61.92972183227539,1.0,0.6666666666666666,1.0,1,one,-64.62820434570312,and
3742,1.0,0.75,0.6666666666666666,1,yes,-36.81183624267578,1.0,0.75,0.6666666666666666,1,yes,-39.77671432495117,this
3743,1.0,0.75,1.0,1,hey,-115.63607788085938,1.0,0.75,1.0,1,hey,-117.46704864501953,thou
3744,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,forgetfulness
3745,1.0,0.8181818181818182,1.0,1,yeah,-35.75947189331055,1.0,0.8181818181818182,1.0,1,yeah,-45.665775299072266,wherewithal
3746,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,we
3747,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,car
3748,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,regime
3749,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,no,-38.898555755615234,these
3750,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,haha
3751,1.0,1.0,1.0,0,,0.0,1.0,0.8,1.0,1,yeah,-44.38578796386719,there
3752,1.0,1.0,1.0,0,,0.0,1.0,0.875,0.875,1,yes,-44.656246185302734,babyhood
3753,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,of
3754,1.0,1.0,1.0,0,,0.0,1.0,0.75,0.8571428571428571,1,yeah,-47.645381927490234,eyebrows
3755,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,battlefield
3756,1.0,0.75,1.0,1,no,-33.554595947265625,1.0,0.75,1.0,1,no,-51.686378479003906,more
3757,1.0,0.6666666666666666,0.6666666666666666,1,yes,-29.925750732421875,1.0,0.6666666666666666,0.6666666666666666,1,yes,-40.350852966308594,get
3758,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,ashamed
3759,1.0,0.8571428571428571,0.8571428571428571,1,and,-37.51443862915039,1.0,1.0,1.0,0,,0.0,episode
3760,1.0,0.8571428571428571,1.0,1,yeah,-42.475341796875,1.0,1.0,1.0,1,yes,-43.0809440612793,without
3761,1.0,0.875,0.875,1,yes,-48.48357391357422,1.0,0.875,0.875,1,yes,-49.459449768066406,babyhood
3762,1.0,1.0,1.0,1,mm,-80.3019027709961,1.0,1.0,1.0,1,mm,-67.18978118896484,we
3763,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,ah,-44.71217727661133,oil
3764,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,ploughshare
3765,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,fifth,-250.97573852539062,quebec
3766,1.0,2.0,1.0,1,eh,-78.27249908447266,1.0,2.0,1.0,1,eh,-87.9254150390625,a
3767,2.0,1.6,1.0,1,yeah yeah,-78.9887924194336,1.0,1.0,1.0,1,yeah,-41.4367561340332,dowry
3768,1.0,0.6666666666666666,0.6666666666666666,1,hey,-103.08583068847656,1.0,0.6666666666666666,0.6666666666666666,1,hey,-97.09308624267578,how
3769,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,away
3770,1.0,1.0,1.0,1,yeah,-41.91816711425781,1.0,1.0,1.0,1,yeah,-55.657386779785156,girl
3771,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,appreciable
3772,1.0,1.0,1.0,1,hey,-111.93464660644531,1.0,1.0,1.0,1,hey,-113.71206665039062,for
3773,1.0,1.0,1.0,0,,0.0,0.0,0.0,0.0,1,six,-54.909881591796875,six
3774,1.0,1.25,1.0,1,eight,-49.985347747802734,1.0,1.0,1.0,0,,0.0,zulu
3775,1.0,1.0,1.0,1,and,-39.752620697021484,1.0,1.0,0.6666666666666666,1,hell,-91.73869323730469,him
3776,1.0,1.0,1.0,1,no,-53.921939849853516,1.0,1.0,1.0,1,no,-55.31264114379883,battleship
3777,1.0,1.0,1.0,1,yes,-54.4893798828125,1.0,1.0,1.0,1,yes,-51.204750061035156,bravo
3778,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,1,yeah,-43.33282470703125,roof
3779,1.0,1.0,1.0,0,,0.0,0.0,0.0,0.0,1,two,-39.524513244628906,two
3780,1.0,0.8333333333333334,0.8333333333333334,1,hey,-130.7704315185547,1.0,1.0,1.0,0,,0.0,crying
3781,2.0,0.9,0.9,1,very very,-107.82757568359375,2.0,0.9,0.9,1,very very,-126.19865417480469,ablebodied
3782,1.0,1.0,0.8333333333333334,1,yeah,-36.0394172668457,1.0,1.0,0.8333333333333334,1,yeah,-37.24814224243164,tango
3783,1.0,0.7142857142857143,0.75,1,eight,-42.59673309326172,1.0,0.7142857142857143,0.75,1,eight,-57.21952819824219,exploit
3784,1.0,1.0,1.0,1,yeah,-38.80767059326172,1.0,1.0,1.0,0,,0.0,india
3785,1.0,1.0,1.0,0,,0.0,1.0,1.3333333333333333,1.0,1,eight,-48.8657112121582,its
3786,2.0,1.3333333333333333,0.8,1,yeah yeah,-66.9115219116211,1.0,1.0,1.0,1,yes,-39.99100112915039,rabbit
3787,1.0,0.6666666666666666,0.3333333333333333,1,hey,-123.27935028076172,1.0,0.6666666666666666,0.3333333333333333,1,hey,-134.9453125,day
3788,1.0,0.8,0.8333333333333334,1,hers,-141.82388305664062,1.0,0.6,0.8333333333333334,1,hey,-120.4118423461914,hotel
3789,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,abbreviated
3790,1.0,1.0,1.0,1,yeah,-46.110172271728516,1.0,1.0,1.0,1,yeah,-59.21211624145508,will
3791,1.0,1.3333333333333333,1.0,1,well,-40.95511245727539,1.0,1.3333333333333333,1.0,1,well,-61.954627990722656,but
3792,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,like
3793,1.0,1.0,1.0,0,,0.0,1.0,2.0,1.0,1,yeah,-45.78101348876953,go
3794,1.0,1.0,1.0,0,,0.0,1.0,0.75,1.0,1,nine,-64.2260513305664,many
3795,1.0,0.8,1.0,1,two,-45.3829345703125,1.0,0.6,1.0,1,hey,-111.97909545898438,three
3796,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,gigantic
3797,1.0,1.0,1.0,1,yeah,-34.89374923706055,1.0,1.0,1.0,1,yeah,-38.747257232666016,ball
3798,1.0,1.0,1.0,0,,0.0,1.0,0.8,0.8,1,six,-71.67820739746094,first
3799,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,look
3800,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,write
3801,1.0,1.0,1.0,0,,0.0,1.0,0.5,0.5,1,nine,-62.91667938232422,mike
3802,1.0,1.0,1.0,0,,0.0,1.0,1.0,1.0,0,,0.0,righteous
3803,1.0,1.0,1.0,1,no,-53.261844635009766,1.0,0.8888888888888888,1.0,1,one,-57.02886199951172,backspace
