,in_wers,in_cers,in_pers,in_texts,in_scores,new_wers,new_cers,new_pers,new_texts,new_scores,refs
799,1.0,0.8,0.5,i,-40.854705810546875,2.0,1.2,1.25,sorry i,-76.96180725097656,sight
800,1.0,0.8717948717948718,0.8571428571428571,god sky,-181.64224243164062,1.0,0.8717948717948718,0.8571428571428571,god sky,-194.33343505859375,the misguided souls have lost their way
801,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,stick
802,2.0,2.25,2.25,very mental,-163.16268920898438,1.0,1.5,2.5,judgment,-31.0931453704834,left
803,1.0,0.75,0.5,no,-27.8913631439209,1.0,1.0,1.0,well,-40.56749725341797,blow
804,0.0,0.0,0.0,down,-30.992586135864258,0.0,0.0,0.0,down,-41.27407455444336,down
805,0.875,0.6956521739130435,0.7608695652173914,god felt deserves to be marched,-700.8325805664062,1.0,0.7391304347826086,0.717391304347826,god fights right to march,-444.8849182128906,grandfather likes to be modern in his language
806,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,sand
807,1.0,1.0,1.0,,0.0,1.0,1.0,0.8,two,-36.67930221557617,chair
808,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,tip,-83.6064682006836,tip
809,0.0,0.0,0.0,form,-79.8404769897461,1.0,0.5,0.25,four,-43.23528289794922,form
810,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,mother sews yellow gingham aprons
811,0.0,0.0,0.0,floor,-114.25810241699219,1.0,0.4,0.25,four,-52.95576858520508,floor
812,0.0,0.0,0.0,jacket,-132.48684692382812,0.0,0.0,0.0,jacket,-136.36434936523438,jacket
813,0.5,0.41379310344827586,0.4230769230769231,we rode horseback,-415.8764953613281,0.6666666666666666,0.3793103448275862,0.46153846153846156,we rode horse horse back,-477.0884704589844,we rode horseback to the farm
814,2.0,1.1666666666666667,1.4,he didnt,-183.68609619140625,1.0,1.0,1.0,,0.0,kitten
815,0.0,0.0,0.0,delta,-126.30499267578125,0.0,0.0,0.0,delta,-150.22412109375,delta
816,1.0,1.0,1.6666666666666667,brigant,-163.16915893554688,1.0,1.0,1.0,,0.0,beat
817,1.0,0.3333333333333333,0.0,four,-29.04974365234375,1.0,0.3333333333333333,0.0,four,-36.89398956298828,for
818,1.0,1.0,1.0,uh,-32.287750244140625,1.0,1.0,1.0,uh,-38.54111099243164,at
819,1.0,0.3333333333333333,0.3333333333333333,um,-33.50360107421875,1.0,0.3333333333333333,0.3333333333333333,um,-31.131454467773438,hum
820,1.0,0.4,0.6666666666666666,seek,-84.82745361328125,1.0,0.8,1.3333333333333333,six,-48.565574645996094,sheet
821,0.0,0.0,0.0,no,-30.72618293762207,0.0,0.0,0.0,no,-49.98411178588867,no
822,1.0,1.25,1.3333333333333333,tear tear,-279.4702453613281,1.0,0.25,0.6666666666666666,ter,-109.10163116455078,tear
823,1.0,0.25,0.3333333333333333,see,-32.62367630004883,1.0,1.0,1.0,,0.0,seed
824,0.0,0.0,0.0,store,-121.12026977539062,0.0,0.0,0.0,store,-130.3084259033203,store
825,1.0,0.5,0.0,no,-33.114444732666016,1.0,0.5,0.0,no,-58.778079986572266,know
826,2.0,0.8,1.0,no you,-83.98155212402344,1.0,1.0,1.0,hello,-152.10214233398438,loyal
827,0.25,0.02702702702702703,0.02857142857142857,those musicians harmonize marvellously,-702.450927734375,0.25,0.05405405405405406,0.11428571428571428,those musicians harmoise marvelously,-701.2965698242188,those musicians harmonize marvelously
828,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,five,-57.46092987060547,fat
829,1.0,0.8235294117647058,0.8484848484848485,white year,-65.5830307006836,1.0,1.0,1.0,,0.0,why yell or worry over silly items
830,0.0,0.0,0.0,park,-154.49569702148438,1.0,0.25,0.5,perk,-97.2203598022461,park
831,1.0,0.75,1.0,sam,-72.39840698242188,1.0,1.0,1.0,,0.0,ship
832,0.0,0.0,0.0,zero,-24.345422744750977,0.0,0.0,0.0,zero,-60.84381103515625,zero
833,0.0,0.0,0.0,i can read,-105.83193969726562,0.0,0.0,0.0,i can read,-123.69100952148438,i can read
834,2.0,1.4,1.1666666666666667,or retail,-221.5755157470703,2.0,1.4,1.1666666666666667,or retail,-202.6369171142578,hotel
835,1.0,1.0,1.0,,0.0,1.0,0.8,1.0,no,-45.18221664428711,group
836,1.0,1.0,1.0,,0.0,1.0,0.8,0.8,two,-40.67561340332031,storm
837,1.0,0.2,0.2,sparks,-132.7014923095703,1.0,0.4,0.4,spur,-65.09728240966797,spark
838,0.0,0.0,0.0,both injuries were to the same leg,-509.4590759277344,0.0,0.0,0.0,both injuries were to the same leg,-513.159423828125,both injuries were to the same leg
839,0.0,0.0,0.0,spark,-122.0198974609375,0.0,0.0,0.0,spark,-141.8078155517578,spark
840,1.0,1.2,1.1666666666666667,tango tango,-226.23561096191406,0.0,0.0,0.0,tango,-165.16233825683594,tango
841,1.0,1.25,1.25,hark hark,-146.2915802001953,0.0,0.0,0.0,hark,-123.40863037109375,hark
842,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,read
843,0.0,0.0,0.0,lair,-64.89064025878906,1.0,1.0,0.3333333333333333,where,-45.09992599487305,lair
844,0.3333333333333333,0.3448275862068966,0.3333333333333333,there is a dream old above,-586.899169921875,0.5,0.4482758620689655,0.5,there is a dread a bubble,-586.2101440429688,there is a treehouse up above
845,0.0,0.0,0.0,leak,-124.31549072265625,0.0,0.0,0.0,leak,-128.5216522216797,leak
846,0.3076923076923077,0.2463768115942029,0.24242424242424243,twice each day he plays skilfully and with zest upon,-909.1447143554688,0.3076923076923077,0.2463768115942029,0.24242424242424243,twice each day he plays skilfully and with zest upon,-944.0009155273438,twice each day he plays skillfully and with zest upon our small organ
847,1.0,1.0,1.0,right,-37.67335510253906,1.0,1.0,0.75,bright,-128.10525512695312,bird
848,0.0,0.0,0.0,read,-39.290626525878906,0.0,0.0,0.0,read,-49.90310287475586,read
849,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,bad
850,0.5,0.075,0.05555555555555555,white capped waves cover the entire bay,-514.0586547851562,0.5,0.075,0.05555555555555555,white capped waves cover the entire bay,-537.9207763671875,whitecapped waves covered the entire bay
851,0.0,0.0,0.0,no,-32.054500579833984,0.0,0.0,0.0,no,-32.35298538208008,no
852,1.0,1.0,1.0,,0.0,1.0,0.75,0.6666666666666666,food,-42.4036865234375,feet
853,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,pat
854,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,suit
855,2.0,1.0,0.875,movie ya,-175.45126342773438,1.0,1.0,1.0,,0.0,juliet
856,1.0,0.8,0.6666666666666666,eight,-51.60691833496094,1.0,0.8,0.6666666666666666,eight,-70.18958282470703,sheet
857,0.8333333333333334,0.7037037037037037,0.7777777777777778,currently in the,-149.0432891845703,0.8333333333333334,0.7037037037037037,0.7777777777777778,currently in the,-173.14683532714844,carl lives in a lively home
858,1.0,0.5,0.5,uh,-29.72957992553711,1.0,0.5,0.5,uh,-36.185298919677734,up
859,1.0,0.3333333333333333,0.3333333333333333,him,-39.8420295715332,1.0,0.3333333333333333,0.3333333333333333,ham,-102.62081909179688,hem
860,2.0,1.1428571428571428,1.1666666666666667,dumble dumb,-178.88302612304688,1.0,0.42857142857142855,0.3333333333333333,double,-213.15928649902344,stubble
861,0.9166666666666666,0.8301886792452831,0.84,he probably didnt,-272.5469665527344,0.9166666666666666,0.8301886792452831,0.84,he probably didnt,-270.73480224609375,he slowly takes a short walk in the open air each day
862,1.0,1.0,1.3333333333333333,waves,-98.60993194580078,1.0,0.75,1.0,wave,-83.706298828125,wish
863,0.0,0.0,0.0,rock,-62.75816345214844,0.0,0.0,0.0,rock,-70.71266174316406,rock
864,1.0,0.25,0.3333333333333333,rock,-64.88701629638672,1.0,0.25,0.3333333333333333,rock,-74.66017150878906,lock
865,0.0,0.0,0.0,night,-32.04450607299805,0.0,0.0,0.0,night,-41.26327133178711,night
866,1.0,0.5,0.25,lo,-47.101470947265625,1.0,1.0,0.5,hello,-181.8665771484375,glow
867,1.0,0.6666666666666666,0.6666666666666666,bed,-62.375553131103516,1.0,0.6666666666666666,0.6666666666666666,bed,-63.926483154296875,bit
868,1.0,0.25,0.25,slap,-102.50967407226562,1.0,0.25,0.25,slap,-117.64363098144531,slip
869,2.0,1.25,1.25,so do,-78.40493774414062,1.0,0.75,1.0,thirty,-48.48072814941406,city
870,0.0,0.0,0.0,where were you while we were away,-382.20867919921875,0.14285714285714285,0.15151515151515152,0.18518518518518517,where were you while we were,-333.9753723144531,where were you while we were away
871,1.0,0.25,0.25,flip,-164.21514892578125,1.0,0.25,0.25,flip,-167.77638244628906,slip
872,1.0,0.3333333333333333,0.3333333333333333,bad,-71.18009948730469,1.0,0.6666666666666666,0.6666666666666666,b,-41.950931549072266,bat
873,1.0,1.0,1.0,,0.0,1.0,1.0,0.75,call,-46.53958511352539,torn
874,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,three,-30.57533836364746,feed
875,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,bit
876,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,rage
877,1.0,0.5,0.6666666666666666,well,-34.95771789550781,1.0,0.5,0.6666666666666666,well,-40.14141845703125,fill
878,0.0,0.0,0.0,urgent,-230.95632934570312,0.0,0.0,0.0,urgent,-268.093017578125,urgent
879,1.0,1.0,1.0,,0.0,1.0,2.0,2.0,perhaps,-42.04468536376953,fat
880,2.0,0.75,1.0,per pa,-76.86531066894531,2.0,0.75,1.0,per pa,-91.0538330078125,papa
881,0.0,0.0,0.0,red,-84.79208374023438,1.0,1.3333333333333333,1.0,right,-36.24004364013672,red
882,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,written
883,0.0,0.0,0.0,im willing to experiment for the first time,-734.2825927734375,0.0,0.0,0.0,im willing to experiment for the first time,-954.248291015625,im willing to experiment for the first time
884,1.0,0.75,1.0,no,-32.010433197021484,1.0,0.75,1.0,no,-32.9384880065918,knew
885,1.0,0.6666666666666666,0.6666666666666666,su,-38.94505310058594,1.0,1.0,1.0,two,-43.087303161621094,sip
886,0.0,0.0,0.0,heart,-161.30577087402344,0.0,0.0,0.0,heart,-206.43807983398438,heart
887,1.0,0.5,0.5,pio,-77.60655212402344,1.0,0.75,0.75,payo,-74.16746520996094,pile
888,1.0,1.0,0.6,hey,-92.52554321289062,1.0,0.8,0.8,okay,-34.032936096191406,trade
889,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,fat
890,0.875,0.7608695652173914,0.782608695652174,grandfather,-279.2582702636719,0.875,0.7608695652173914,0.782608695652174,grandfather,-277.2955627441406,grandfather likes to be modern in his language
891,1.0,0.25,0.0,not,-34.301212310791016,1.0,0.5,0.6666666666666666,no,-72.10673522949219,knot
892,1.0,1.0,1.0,,0.0,1.0,0.8,0.8,three,-56.68206787109375,train
893,0.0,0.0,0.0,side,-47.987770080566406,1.0,1.0,1.0,,0.0,side
894,0.0,0.0,0.0,he dressed himself in an ancient black frock coat,-957.96923828125,0.0,0.0,0.0,he dressed himself in an ancient black frock coat,-1413.22265625,he dressed himself in an ancient black frock coat
895,0.5555555555555556,0.5918367346938775,0.5625,he dances himself in an,-291.2886657714844,0.5555555555555556,0.5918367346938775,0.5625,he dances himself in an,-298.8948059082031,he dresses himself in an ancient black frock coat
896,0.0,0.0,0.0,the box contained three sweaters,-863.3773193359375,0.0,0.0,0.0,the box contained three sweaters,-820.4960327148438,the box contained three sweaters
897,1.0,1.0,1.0,,0.0,1.0,1.0,0.5,c,-52.53229904174805,seeds
898,0.0,0.0,0.0,leak,-112.69092559814453,0.0,0.0,0.0,leak,-118.44691467285156,leak
899,0.2857142857142857,0.2916666666666667,0.30434782608695654,it was a good win,-214.70486450195312,0.2857142857142857,0.2916666666666667,0.30434782608695654,it was a good win,-216.55831909179688,it was a good win for us
900,0.0,0.0,0.0,we gathered shells on the beach,-537.2040405273438,0.0,0.0,0.0,we gathered shells on the beach,-948.16259765625,we gathered shells on the beach
901,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,park,-106.06393432617188,park
902,0.8333333333333334,0.6666666666666666,0.6666666666666666,he were of thou a,-325.77166748046875,0.5,0.3333333333333333,0.3333333333333333,he would allow a rail,-238.46360778808594,he will allow a rare lie
903,0.0,0.0,0.0,he will allow a rare lie,-349.9944152832031,0.0,0.0,0.0,he will allow a rare lie,-347.0630187988281,he will allow a rare lie
904,3.0,1.0,1.4,fit him fit,-163.52297973632812,0.0,0.0,0.0,fitting,-129.0398406982422,fitting
905,1.0,0.2,0.25,storm,-97.08335876464844,1.0,0.2,0.25,stor,-75.77401733398438,store
906,1.0,1.0,1.0,fairly,-134.95989990234375,1.0,1.0,0.75,free,-51.746482849121094,city
907,0.0,0.0,0.0,swarm,-131.57785034179688,1.0,1.0,0.8,one,-47.87085723876953,swarm
908,0.375,0.25,0.13333333333333333,a row a buyer lay near the wall,-685.015869140625,0.375,0.25,0.13333333333333333,a row a buyer lay near the wall,-679.45556640625,a roll of wire lay near the wall
909,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,ship
910,0.14285714285714285,0.13432835820895522,0.15384615384615385,when he speaks his voice is just a bit cracked and quivers,-868.7769165039062,0.14285714285714285,0.13432835820895522,0.15384615384615385,when he speaks his voice is just a bit cracked and quivers,-875.2055053710938,when he speaks his voice is just a bit cracked and quivers a trifle
911,1.0,0.8,0.3333333333333333,die,-87.01193237304688,1.0,1.0,0.3333333333333333,bye,-96.82174682617188,thigh
912,0.0,0.0,0.0,she had your dark suit in greasy wash water all year,-873.1984252929688,0.0,0.0,0.0,she had your dark suit in greasy wash water all year,-850.1098022460938,she had your dark suit in greasy wash water all year
913,1.0,1.0,1.0,,0.0,1.0,0.8,1.0,right,-67.03572082519531,witch
914,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,knot
915,0.125,0.030303030303030304,0.034482758620689655,swing your arms as high as you can,-637.585693359375,0.125,0.030303030303030304,0.034482758620689655,swing your arms as high as you can,-1012.5210571289062,swing your arm as high as you can
916,1.0,0.3333333333333333,0.5,singer,-110.28562927246094,0.0,0.0,0.0,single,-112.90196228027344,single
917,0.0,0.0,0.0,tell,-37.28044509887695,1.0,0.25,0.3333333333333333,hell,-97.69696044921875,tell
918,0.0,0.0,0.0,sway,-63.722042083740234,1.0,0.75,0.75,sue,-66.05836486816406,sway
919,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,when he speaks his voice is just a bit cracked and quivers a trifle
920,1.0,1.1666666666666667,1.125,urgent urgent,-374.07196044921875,0.0,0.0,0.0,urgent,-253.20541381835938,urgent
921,1.0,1.25,0.25,eight,-40.43174362182617,1.0,1.25,0.25,eight,-55.752628326416016,hate
922,2.0,2.0,2.0,that all,-62.73345947265625,1.0,0.75,0.6666666666666666,let,-26.796340942382812,lick
923,1.0,1.25,1.3333333333333333,sigh sigh,-197.76431274414062,1.0,0.75,0.6666666666666666,five,-37.3437614440918,sigh
924,1.0,1.0,1.0,,0.0,1.0,0.8,0.3333333333333333,fire,-148.47140502929688,prior
925,0.0,0.0,0.0,juliet,-157.67568969726562,0.0,0.0,0.0,juliet,-168.53079223632812,juliet
926,1.0,0.6,0.8,wait,-79.635009765625,1.0,0.6,0.8,wait,-111.65363311767578,witch
927,0.0,0.0,0.0,we gathered shells on the beach,-654.4303588867188,0.0,0.0,0.0,we gathered shells on the beach,-622.8880004882812,we gathered shells on the beach
928,0.0,0.0,0.0,she had your dark suit in greasy wash water all year,-800.9389038085938,0.0,0.0,0.0,she had your dark suit in greasy wash water all year,-779.1311645507812,she had your dark suit in greasy wash water all year
929,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,of
930,1.0,0.5,1.0,fire,-100.7799072265625,0.0,0.0,0.0,fair,-90.02291870117188,fair
931,1.0,0.75,0.5,four,-31.260541915893555,2.0,1.75,1.25,call one,-95.52759552001953,born
932,1.0,1.0,1.0,,0.0,1.0,0.5,0.75,six,-55.9514045715332,slip
933,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,jagged
934,1.0,0.25,0.0,sargent,-164.93841552734375,0.0,0.0,0.0,sergeant,-258.1188659667969,sergeant
935,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,race
936,0.8333333333333334,0.6785714285714286,0.6666666666666666,i will continue,-119.58792114257812,0.8333333333333334,0.7857142857142857,0.8333333333333334,i would,-73.37653350830078,i was conscious all the time
937,0.16666666666666666,0.125,0.14285714285714285,she thinner than i am,-399.09429931640625,0.3333333333333333,0.08333333333333333,0.09523809523809523,shes thinner than i am,-514.9564208984375,she is thinner than i am
938,0.0,0.0,0.0,he wrapped the package hastily,-1055.5169677734375,0.0,0.0,0.0,he wrapped the package hastily,-1144.947021484375,he wrapped the package hastily
939,1.0,0.75,0.75,pa,-35.951080322265625,1.0,0.5,0.75,fire,-114.8609619140625,pile
940,0.0,0.0,0.0,students watched as he got out,-418.01080322265625,0.0,0.0,0.0,students watched as he got out,-434.10894775390625,students watched as he got out
941,1.0,0.75,1.0,worth,-100.59854125976562,1.0,0.75,1.0,worse,-111.35116577148438,wish
942,1.0,0.25,0.3333333333333333,hell,-99.45198059082031,1.0,0.25,0.3333333333333333,hell,-94.63333129882812,hill
943,2.0,0.5,0.5,go it,-66.61569213867188,1.0,0.5,0.25,go,-51.760650634765625,goat
944,1.0,1.0,1.0,,0.0,1.0,0.8,0.8,four,-40.09405517578125,spark
945,0.0,0.0,0.0,aluminum silverware can often be flimsy,-1369.2181396484375,0.0,0.0,0.0,aluminum silverware can often be flimsy,-1249.5528564453125,aluminum silverware can often be flimsy
946,2.0,2.3333333333333335,2.0,part part,-53.250831604003906,1.0,0.6666666666666666,0.3333333333333333,part,-33.63658905029297,pot
947,1.0,0.75,0.3333333333333333,hi,-28.597564697265625,1.0,0.75,0.3333333333333333,hi,-39.03199005126953,sigh
948,1.0,0.6666666666666666,0.6666666666666666,cla,-77.14730834960938,1.0,0.6666666666666666,0.6666666666666666,cla,-68.29645538330078,car
949,1.0,0.8,0.8,three,-30.63555145263672,1.0,0.8,0.8,three,-28.48245620727539,trait
950,1.0,0.75,0.75,one,-36.32240295410156,1.0,0.75,0.75,one,-45.691925048828125,corn
951,0.0,0.0,0.0,him,-43.59805679321289,0.0,0.0,0.0,him,-56.625267028808594,him
952,0.07692307692307693,0.15584415584415584,0.14473684210526316,it also provides for funds to clear slums and help colleges build,-1744.5081787109375,0.07692307692307693,0.15584415584415584,0.14473684210526316,it also provides for funds to clear slums and help colleges build,-1813.664306640625,it also provides for funds to clear slums and help colleges build dormitories
953,0.0,0.0,0.0,take,-31.11479949951172,0.0,0.0,0.0,take,-37.56258773803711,take
954,2.0,0.8,0.6666666666666666,i can,-74.9513931274414,1.0,1.0,0.8333333333333334,hotel,-160.8379364013672,cycle
955,0.0,0.0,0.0,park,-99.96519470214844,0.0,0.0,0.0,park,-119.52996826171875,park
956,1.0,0.25,0.0,not,-37.28239822387695,1.0,0.25,0.0,not,-41.454856872558594,knot
957,1.0,0.8,0.4,eight,-53.02102279663086,1.0,0.8,0.4,eight,-67.91885375976562,trait
958,1.0,0.6666666666666666,0.6666666666666666,yup,-123.17283630371094,1.0,0.6666666666666666,0.6666666666666666,yup,-130.75315856933594,sip
959,1.0,0.25,0.3333333333333333,buck,-69.21949768066406,1.0,0.5,1.0,park,-144.77297973632812,back
960,1.0,1.25,1.6666666666666667,pieper,-124.31969451904297,1.0,1.5,2.0,harbor,-134.95065307617188,lick
961,0.0,0.0,0.0,mere,-68.29736328125,1.0,1.0,1.0,no,-86.0241928100586,mere
962,1.0,0.8,0.6,no,-25.116323471069336,1.0,0.8,0.6,no,-44.53902816772461,bloat
963,1.0,1.0,1.0,,0.0,1.0,1.0,0.75,three,-46.71746063232422,fruit
964,1.0,0.8333333333333334,0.8571428571428571,jacket jack,-173.6705780029297,0.0,0.0,0.0,jacket,-178.00540161132812,jacket
965,1.0,1.1666666666666667,1.2,double double,-472.4449462890625,1.0,1.0,1.0,,0.0,double
966,0.0,0.0,0.0,feet,-87.03246307373047,0.0,0.0,0.0,feet,-97.69012451171875,feet
967,1.0,0.25,0.25,play,-42.896705627441406,1.0,0.25,0.25,play,-43.93377685546875,slay
968,0.0,0.0,0.0,november,-216.2095489501953,0.0,0.0,0.0,november,-196.99374389648438,november
969,1.0,0.8333333333333334,0.8,hardly,-87.94340515136719,1.0,0.8333333333333334,0.6,turkey,-243.99298095703125,pretty
970,0.75,0.676056338028169,0.7,nothing happens out to take up,-403.2608642578125,0.6666666666666666,0.6338028169014085,0.6714285714285714,nothing ive been set out to take up,-611.2374877929688,nothing has been done yet to take advantage of the enabling legislation
971,2.0,0.6,0.6,he warm,-107.57809448242188,2.0,1.2,1.2,he won,-141.71340942382812,swarm
972,1.0,0.2857142857142857,0.0,charley,-165.43251037597656,0.0,0.0,0.0,charlie,-210.8522491455078,charlie
973,0.0,0.0,0.0,floor,-107.8108139038086,1.0,0.4,0.25,four,-34.123783111572266,floor
974,2.0,0.875,1.0,by gone,-148.8466796875,2.0,0.875,1.0,but gone,-136.63601684570312,sprinkle
975,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,slip
976,1.0,0.6,0.5,still,-34.16007995605469,1.0,1.0,1.0,,0.0,store
977,0.0,0.0,0.0,mill,-75.79092407226562,1.0,1.0,1.0,no,-57.647335052490234,mill
978,1.0,1.0,0.25,right,-29.95905876159668,1.0,1.0,0.25,right,-54.82539367675781,rate
979,1.0,1.0,1.0,died,-72.25526428222656,1.0,1.0,1.0,,0.0,bad
980,1.0,1.0,1.0,yeah,-61.92555236816406,1.0,1.0,1.0,yeah,-66.18562316894531,chip
981,0.875,0.6666666666666666,0.7241379310344828,doing your own,-133.31100463867188,1.0,1.0,1.0,,0.0,swing your arm as high as you can
982,0.0,0.0,0.0,train,-79.07249450683594,0.0,0.0,0.0,train,-105.93620300292969,train
983,1.0,0.6,0.6,truong,-134.06549072265625,1.0,0.6,0.6,true,-35.99616241455078,train
984,0.0,0.0,0.0,each one volunteered to jump first,-702.4168090820312,0.0,0.0,0.0,each one volunteered to jump first,-774.59326171875,each one volunteered to jump first
985,0.0,0.0,0.0,quebec,-364.27764892578125,1.0,1.0,1.0,,0.0,quebec
986,0.25,0.20454545454545456,0.20930232558139536,this is not a program of socializing,-409.5304870605469,0.25,0.20454545454545456,0.20930232558139536,this is not a program of socializing,-397.0265197753906,this is not a program of socialized medicine
987,1.0,1.0,1.0,be,-38.014076232910156,1.0,1.0,1.0,by,-37.129390716552734,pad
988,0.375,0.4,0.41025641025641024,jane may earn more money,-355.7955627441406,0.375,0.4,0.41025641025641024,jane may earn more money,-383.58673095703125,jane may earn more money by working hard
989,1.0,0.75,1.0,no,-29.23464012145996,1.0,0.75,1.0,no,-33.87786102294922,knew
990,0.8333333333333334,0.85,0.8205128205128205,museum,-146.1545867919922,1.0,1.0,1.0,,0.0,the museum hires musicians every evening
991,1.0,1.25,1.25,race race,-124.07371520996094,1.0,0.25,0.25,rice,-66.2367935180664,race
992,0.16666666666666666,0.2631578947368421,0.2702702702702703,one validated acts of school,-392.0050354003906,0.16666666666666666,0.2631578947368421,0.2702702702702703,one validated acts of school,-391.3785095214844,one validated acts of school districts
993,1.0,0.75,0.6666666666666666,rick,-65.69998168945312,1.0,0.75,0.6666666666666666,rick,-66.79611206054688,leak
994,1.0,0.5,0.6666666666666666,may,-29.889007568359375,1.0,0.5,0.6666666666666666,may,-36.43080520629883,meat
995,0.7142857142857143,0.6857142857142857,0.6875,i ate back will,-168.30712890625,0.7142857142857143,0.6857142857142857,0.6875,i ate back will,-169.74449157714844,i expect well bounce back this week
996,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,b,-61.4223518371582,lend
997,1.0,0.5,1.0,yeah,-49.7718620300293,1.0,0.5,0.3333333333333333,four,-69.57635498046875,fear
998,1.0,0.25,0.0,dear,-74.51060485839844,1.0,0.25,0.0,dear,-71.10558319091797,deer
999,1.0,1.2,1.25,dread dread,-223.78140258789062,1.0,0.2,0.25,dead,-72.92388153076172,dread
1000,0.5,0.4482758620689655,0.4583333333333333,there is a house,-183.91131591796875,0.6666666666666666,0.3793103448275862,0.5,there is a tea house over gold,-451.6796875,there is a treehouse up above
1001,1.0,1.1428571428571428,1.1666666666666667,trouble trouble,-496.32391357421875,0.0,0.0,0.0,trouble,-236.22024536132812,trouble
1002,0.5714285714285714,0.5,0.5,everything went smooth,-348.4188537597656,0.5714285714285714,0.5,0.5,everything went smooth,-351.33831787109375,everything went real smooth the sheriff said
1003,1.0,0.25,0.3333333333333333,rock,-71.81954956054688,1.0,0.25,0.3333333333333333,rock,-72.79531860351562,lock
1004,2.0,2.5,2.5,cake cake cake,-231.67425537109375,1.0,1.25,0.5,eight,-47.06132507324219,cake
1005,1.0,0.25,0.6666666666666666,dear,-73.74407196044922,1.0,1.0,1.0,,0.0,tear
1006,1.0,0.5,0.6666666666666666,field,-148.3284149169922,1.0,1.25,1.0,three,-61.28538513183594,fill
1007,1.0,0.6,0.8,wait,-77.6910629272461,1.0,0.8,0.8,eight,-68.7592544555664,witch
1008,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,will robin wear a yellow lily
1009,2.0,1.4,1.25,oh westie,-207.3746337890625,2.0,1.6,1.0,oh really,-78.20709991455078,witty
1010,0.0,0.0,0.0,sink,-139.32308959960938,1.0,1.0,1.0,,0.0,sink
1011,1.0,0.25,0.25,spat,-74.47244262695312,1.0,1.0,0.75,spread,-125.19879150390625,spit
1012,1.0,1.0,1.0,,0.0,1.0,1.0,0.6666666666666666,eight,-44.970706939697266,feet
1013,1.0,0.5897435897435898,0.6666666666666666,i unfurling beer cling,-361.5893249511719,1.0,0.5897435897435898,0.6388888888888888,i am feeling beer cling,-351.3465576171875,a long flowing beard clings to his chin
1014,1.0,0.5,0.6666666666666666,lee,-69.62335968017578,1.0,1.0,1.0,with,-35.2330207824707,lead
1015,1.0,0.8,0.3333333333333333,sure,-31.55078125,1.0,0.8,0.3333333333333333,sure,-34.64825439453125,shear
1016,0.0,0.0,0.0,nest,-117.06727600097656,1.0,0.25,0.25,next,-33.030113220214844,nest
1017,1.0,1.0,1.0,,0.0,1.0,1.25,0.25,eight,-45.73878860473633,fate
1018,0.0,0.0,0.0,court,-32.92716598510742,0.0,0.0,0.0,court,-39.735408782958984,court
1019,0.125,0.13043478260869565,0.13043478260869565,grandfather likes to be modern in his language grand,-1078.007080078125,0.0,0.0,0.0,grandfather likes to be modern in his language,-986.3401489257812,grandfather likes to be modern in his language
1020,1.0,0.8,0.8387096774193549,three day,-70.27075958251953,1.0,0.8,0.8387096774193549,three day,-77.30961608886719,todays date february 13th
1021,1.0,1.0,1.0,,0.0,1.0,1.0,0.75,those,-32.622962951660156,glow
1022,2.0,1.2857142857142858,1.8,waiting waiting,-288.09637451171875,1.0,0.42857142857142855,0.6,waiting,-158.42840576171875,fitting
1023,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,0.0,reek
1024,1.0,0.6,0.8,wait,-95.82713317871094,1.0,0.8,0.8,eight,-76.99436950683594,witch
1025,1.0,0.78125,0.8064516129032258,twenty eight o,-146.01821899414062,1.0,0.84375,0.8387096774193549,nine eight l,-189.44187927246094,but he always answers banana oil
1026,0.2,0.09375,0.038461538461538464,i scrub the floors thoroughly,-882.21044921875,0.2,0.09375,0.038461538461538464,i scrub the floors thoroughly,-943.9090576171875,i scrubbed the floors thoroughly
