,in_wers,in_cers,in_texts,new_wers,new_cers,new_texts,refs
978,0.5,0.041666666666666664,his position is half back,0.5,0.041666666666666664,his position is half back,his position is halfback
979,0.0,0.0,at this time he joined the british merchant navy,0.0,0.0,at this time he joined the british merchant navy,at this time he joined the british merchant navy
980,0.0,0.0,the photographs were taken by ray avery,0.0,0.0,the photographs were taken by ray avery,the photographs were taken by ray avery
981,0.2,0.04081632653061224,he served three times at the major of los angeles,0.2,0.04081632653061224,he served three times at the major of los angeles,he served three times as the mayor of los angeles
982,0.0,0.0,dissatisfaction grew amid growing street opposition,0.0,0.0,dissatisfaction grew amid growing street opposition,dissatisfaction grew amid growing street opposition
983,0.6666666666666666,0.4268292682926829,the current commander in chief of the peruvian navy,0.6666666666666666,0.4268292682926829,the current commander in chief of the peruvian navy,the current commanderinchief of the peruvian navy is admiral nicolas rios polastri
984,0.42857142857142855,0.4583333333333333,it is sometimes infilled with sediment with sediment,0.42857142857142855,0.4583333333333333,it is sometimes infilled with sediment with sediment,it is sometimes infilled with sediment with sediment presumably getting in through the siphuncle
985,0.1111111111111111,0.11475409836065574,the water was distributed to twenty reservoirs through,0.1111111111111111,0.11475409836065574,the water was distributed to twenty reservoirs through,the water was distributed to twenty reservoirs through piping
986,0.0,0.0,the chapel became the urban core of lobos,0.0,0.0,the chapel became the urban core of lobos,the chapel became the urban core of lobos
987,0.4166666666666667,0.3684210526315789,nancy wicher langhorne was born at the langhorne,0.4166666666666667,0.3684210526315789,nancy wicher langhorne was born at the langhorne,nancy witcher langhorne was born at the langhorne house in danville virginia
988,0.4444444444444444,0.25,muchwala in indirect tredi means man with a mustache,0.4444444444444444,0.25,muchwala in indirect tredi means man with a mustache,moochhwala in hindi literally means man with a moustache
989,0.6923076923076923,0.4444444444444444,fearless freddie francom was heard to remark cure ideas,0.6923076923076923,0.45555555555555555,fearless freddie francombe was heard to remark cure ideas,fearless freddie farncombwas heard to remark queer idea of neutrality these americans have
990,0.21428571428571427,0.2717391304347826,these diagrams are useful in explaining the operation of many kinds,0.21428571428571427,0.2717391304347826,these diagrams are useful in explaining the operation of many kinds,these diagrams are useful in explaining the operation of many kinds of semiconductor devices
991,0.0,0.0,he requests that she remove the experience from his life,0.0,0.0,he requests that she remove the experience from his life,he requests that she remove the experience from his life
992,0.36363636363636365,0.2361111111111111,the commandment of the morton bay penal settlement captain,0.36363636363636365,0.2361111111111111,the commandment of the morton bay penal settlement captain,the commandant of the moreton bay penal settlement captain patrick logan
993,0.09090909090909091,0.10294117647058823,formerly this area was waste ground near the dublin carmelite,0.09090909090909091,0.10294117647058823,formerly this area was waste ground near the dublin carmelite,formerly this area was waste ground near the dublin carmelite friary
994,0.0,0.0,the play eventually won four olivier awards including best revival,0.0,0.0,the play eventually won four olivier awards including best revival,the play eventually won four olivier awards including best revival
995,0.14285714285714285,0.09090909090909091,each platform has mosaic trim line and name tablets of mostly green embryos,0.14285714285714285,0.09090909090909091,each platform has mosaic trim line and name tablets of mostly green embryos,each platform has mosaic trim line and name tablets of mostly green and brown
996,0.08333333333333333,0.04411764705882353,they were white some incurved and holy others expanded in ecstasy,0.08333333333333333,0.04411764705882353,they were white some incurved and holy others expanded in ecstasy,they were white some incurved and holy others expanded in an ecstasy
997,0.0,0.0,he called the statement a smear on the entire tamil community,0.0,0.0,he called the statement a smear on the entire tamil community,he called the statement a smear on the entire tamil community
998,0.0,0.0,initially jones stated that he did not rape mcbride,0.0,0.0,initially jones stated that he did not rape mcbride,initially jones stated that he did not rape mcbride
999,0.26666666666666666,0.2247191011235955,benefiting from the situation don alvarez the regent wants to capture,0.26666666666666666,0.2247191011235955,benefiting from the situation don alvarez the regent wants to capture,benefiting from the situation don alvarez the regent wants to capture the duchy of malaga
1000,0.16666666666666666,0.09090909090909091,the towns german name was leibsun,0.16666666666666666,0.09090909090909091,the towns german name was leibssen,the towns german name was liebsen
1001,0.0,0.0,the cemetery closed to the public can be seen from the street,0.0,0.0,the cemetery closed to the public can be seen from the street,the cemetery closed to the public can be seen from the street
1002,0.15384615384615385,0.23943661971830985,his command in his directives of the match was seen as,0.15384615384615385,0.23943661971830985,his command in his directives of the match was seen as,his command in his directives of the match was seen as strongly islamic
1003,0.0,0.0,accurate data was acquired from all other experiments throughout the mission,0.0,0.0,accurate data was acquired from all other experiments throughout the mission,accurate data was acquired from all other experiments throughout the mission
1004,0.0,0.0,these were supplied by the vulcan foundry,0.0,0.0,these were supplied by the vulcan foundry,these were supplied by the vulcan foundry
1005,0.0,0.0,scott wrote all of his own hits except one burning bridges,0.0,0.0,scott wrote all of his own hits except one burning bridges,scott wrote all of his own hits except one burning bridges
1006,0.09090909090909091,0.06329113924050633,the firm specializes in global macro and foreign exchange investment stress,0.09090909090909091,0.06329113924050633,the firm specializes in global macro and foreign exchange investment stress,the firm specializes in global macro and foreign exchange investment strategies
1007,0.09090909090909091,0.1388888888888889,it was later introduced at keble college oxford and eventually,0.09090909090909091,0.1388888888888889,it was later introduced at keble college oxford and eventually,it was later introduced at keble college oxford and eventually worldwide
1008,0.5,0.4520547945205479,during world war one sasha chorny served,0.5714285714285714,0.4657534246575342,during world war one sasha chorney served,during world war one sasha chorny served as a private at a field hospital
1009,0.15384615384615385,0.11594202898550725,those who pick the most popular faces are then eligible for a,0.15384615384615385,0.11594202898550725,those who pick the most popular faces are then eligible for a,those who picked the most popular faces are then eligible for a prize
1010,0.0,0.0,the oneils hired away some firestone managers,0.0,0.0,the oneils hired away some firestone managers,the oneils hired away some firestone managers
1011,0.15384615384615385,0.19230769230769232,he spent free time admiring the frescoes of michelangelo at the,0.15384615384615385,0.19230769230769232,he spent free time admiring the frescoes of michelangelo at the,he spent free time admiring the frescoes of michelangelo at the sistine chapel
1012,0.09090909090909091,0.0136986301369863,some transferred the conclusion to ibsen his translators and his directors,0.09090909090909091,0.0136986301369863,some transferred the conclusion to ibsen his translators and his directors,some transferred the conclusion to ibsen his translators and his director
1013,0.16666666666666666,0.08823529411764706,the park has no camping facilities no,0.0,0.0,the park has no camping facilities,the park has no camping facilities
1014,0.0,0.0,the park features two lakes english lake and odum lake,0.0,0.0,the park features two lakes english lake and odum lake,the park features two lakes english lake and odum lake
1015,0.5,0.24,but youre coming my way the,0.3333333333333333,0.08,but youre coming my way,but you are coming my way
1016,1.0,0.8095238095238095,im clodding with soul said the boy,0.25,0.2857142857142857,im quarrelling with soul,im crawling with soul
1017,0.3333333333333333,0.31645569620253167,unemployment can be reduced by creating an environment,0.3333333333333333,0.31645569620253167,unemployment can be reduced by creating an environment,unemployment can be reduced by creating an environment for businesses to thrive
1018,0.5714285714285714,0.3670886075949367,collins studied under herbert bervock new york and jeffrey,0.5714285714285714,0.3670886075949367,collins studied under herbert bervock new york and jeffrey,conwell studied under herbert berghof in new york and jeff corey in los angeles
1019,0.2222222222222222,0.17857142857142858,he helped attor bugatti in developing his first,0.2222222222222222,0.17857142857142858,he helped attor bugatti in developing his first,he helped ettore bugatti in developing his first engines
1020,0.5833333333333334,0.527027027027027,his colourful writings on darwinism,0.5833333333333334,0.527027027027027,his colourful writings on darwinism,his colourful writings on darwinism were widely read by the general public
1021,0.0,0.0,the police occasionally appear but the police chief does not,0.0,0.0,the police occasionally appear but the police chief does not,the police occasionally appear but the police chief does not
1022,0.36363636363636365,0.19718309859154928,neither enjoyed as much success as its state bodied sibling,0.36363636363636365,0.19718309859154928,neither enjoyed as much success as its state bodied sibling,neither enjoyed as much success as its estatebodied sibling the variant
1023,0.5,0.45,her uva consisted of british and international standards,0.5,0.45,her uva consisted of british and international standards,her oeuvre consisted of british and international standards plus cover versions of contemporary hits
1024,0.2,0.016666666666666666,the film was one of disneys most successful live action films,0.2,0.016666666666666666,the film was one of disneys most successful live action films,the film was one of disneys most successful liveaction films
1025,0.0,0.0,the following is a partial list of territories where the substance has been scheduled,0.0,0.0,the following is a partial list of territories where the substance has been scheduled,the following is a partial list of territories where the substance has been scheduled
1026,0.21428571428571427,0.23943661971830985,the start was at the northern portal and finish was at,0.21428571428571427,0.23943661971830985,the start was at the northern portal and finish was at,the start was at the northern portal and finish was at the southern one
1027,0.0,0.0,in the united states john doe john q,0.0,0.0,in the united states john doe john q,in the united states john doe john q
1028,0.18181818181818182,0.16666666666666666,it is certainly one of the oldest churches in,0.18181818181818182,0.16666666666666666,it is certainly one of the oldest churches in,it is certainly one of the oldest churches in the city
1029,0.2857142857142857,0.3048780487804878,according to him there are songs in their sophomore album,0.2857142857142857,0.3048780487804878,according to him there are songs in their sophomore album,according to him there are songs in their sophomore album that predate their debut
1030,0.25,0.2976190476190476,the faculty board for teacher education is also responsible,0.25,0.2976190476190476,the faculty board for teacher education is also responsible,the faculty board for teacher education is also responsible for educational research
1031,0.75,0.4918032786885246,steven realizes that he loves lana,0.75,0.4918032786885246,steven realizes that he loves lana,stefan realises that he loves ileana and sets out to find her
1032,0.23076923076923078,0.2,a rough correspondence between the awards of the two systems,0.23076923076923078,0.2,a rough correspondence between the awards of the two systems,a rough correspondence between the awards of the two systems is shown below
1033,0.09090909090909091,0.01818181818181818,in mexico the term oza refers to more than one species,0.09090909090909091,0.01818181818181818,in mexico the term oza refers to more than one species,in mexico the term onza refers to more than one species
1034,0.09090909090909091,0.05357142857142857,it often looks like a thin metal shelf or spreading stone,0.09090909090909091,0.05357142857142857,it often looks like a thin metal shelf or spreading stone,it often looks like a thin metal shelf or spreading spot
1035,0.42857142857142855,0.4782608695652174,many lombards refused to submit to frankish rule,0.42857142857142855,0.4782608695652174,many lombards refused to submit to frankish rule,many lombards refused to submit to frankish rule believing that adalgiss return was imminent
1036,0.0,0.0,i told something of the military plans of my government,0.0,0.0,i told something of the military plans of my government,i told something of the military plans of my government
1037,0.0,0.0,conduct electricity easily in one direction among more specific behaviors,0.0,0.0,conduct electricity easily in one direction among more specific behaviors,conduct electricity easily in one direction among more specific behaviors
1038,0.18181818181818182,0.125,queens college is simply the most prestigious educational organization,0.18181818181818182,0.125,queens college is simply the most prestigious educational organization,queens college is simply the most prestigious educational organization in guyana
1039,0.5454545454545454,0.3275862068965517,big waters natural reserve at a subsident spot,0.45454545454545453,0.29310344827586204,big waters a natural reserve at a subsident spot,big waters a nature reserve at a subsidence pond is nearby
1040,0.25,0.20833333333333334,honor harriet allen was the only daughter of edmund allen arthur,0.25,0.2361111111111111,under harriet allen was the only daughter of edmund allen aut,anna harriet allen was the only daughter of edmund allen of strathmartin
1041,0.0,0.0,what is the fuel that drives this vehicle,0.0,0.0,what is the fuel that drives this vehicle,what is the fuel that drives this vehicle
1042,0.0,0.0,the tower was built after the seven years war,0.0,0.0,the tower was built after the seven years war,the tower was built after the seven years war
1043,0.0,0.0,the performance attracted alumni of the school,0.0,0.0,the performance attracted alumni of the school,the performance attracted alumni of the school
1044,0.1111111111111111,0.2222222222222222,most species are known as globe daisies or,0.2222222222222222,0.2777777777777778,most species are known as globe daisy or,most species are known as globe daisies or globularias
1045,0.0,0.0,it has full theater capabilities,0.2,0.0625,it has full theatre capabilities,it has full theater capabilities
1046,0.0,0.0,thanks for chatting with me,0.0,0.0,thanks for chatting with me,thanks for chatting with me
1047,0.2,0.21052631578947367,but it was too late for,0.0,0.0,but it was too late,but it was too late
1048,0.6666666666666666,0.3125,serve you rye,0.3333333333333333,0.0625,serve you right,serves you right
1049,0.0,0.0,just born has come out with several other various accessories,0.0,0.0,just born has come out with several other various accessories,just born has come out with several other various accessories
1050,0.21428571428571427,0.20238095238095238,most reactions of alkenes involve additions to this pi bond forming,0.21428571428571427,0.20238095238095238,most reactions of alkenes involve additions to this pi bond forming,most reactions of alkenes involve additions to this pi bond forming new single bonds
1051,0.0,0.0,he surrendered the planter and her cargo to the united states navy,0.0,0.0,he surrendered the planter and her cargo to the united states navy,he surrendered the planter and her cargo to the united states navy
1052,0.0,0.0,the patoka oil tank farm is located between patoka and vernon,0.0,0.0,the patoka oil tank farm is located between patoka and vernon,the patoka oil tank farm is located between patoka and vernon
1053,0.0,0.0,dial global then picked up the program and has syndicated it since,0.0,0.0,dial global then picked up the program and has syndicated it since,dial global then picked up the program and has syndicated it since
1054,0.125,0.08928571428571429,agarics are ubiquitous being found across all countries,0.125,0.08928571428571429,agarics are ubiquitous being found across all countries,agarics are ubiquitous being found across all continents
1055,0.0,0.0,the opposite effect is heard if the studs are loosened,0.0,0.0,the opposite effect is heard if the studs are loosened,the opposite effect is heard if the studs are loosened
1056,0.2857142857142857,0.16455696202531644,co housing makes it easy to form clubs organize child and elder care,0.2857142857142857,0.16455696202531644,co housing makes it easy to form clubs organize child and elder care,cohousing makes it easy to form clubs organize child and elder care and carpool
1057,0.2222222222222222,0.0851063829787234,he was the husband of custom designer emy wada,0.2222222222222222,0.0851063829787234,he was the husband of custom designer emy wada,he was the husband of costume designer emi wada
1058,0.0,0.0,from this emerged two sets of work,0.0,0.0,from this emerged two sets of work,from this emerged two sets of work
1059,0.1,0.017857142857142856,this was bassist keith collins last album with the band,0.1,0.017857142857142856,this was bassist keith collins last album with the band,this was bassist keith collinss last album with the band
1060,0.36363636363636365,0.3472222222222222,gaddafis critics regarded him as despotic cruel,0.36363636363636365,0.3472222222222222,gaddafis critics regarded him as despotic cruel,gaddafis critics regarded him as despotic cruel arrogant vain and stupid
1061,0.0,0.0,the webmaster is roberto cruz,0.0,0.0,the webmaster is roberto cruz,the webmaster is roberto cruz
1062,0.0,0.0,johannes calderinus was his student and later his adoptive son,0.0,0.0,johannes calderinus was his student and later his adoptive son,johannes calderinus was his student and later his adoptive son
1063,0.21428571428571427,0.23076923076923078,a week later his election was ratified by the partys federal,0.21428571428571427,0.23076923076923078,a week later his election was ratified by the partys federal,a week later his election was ratified by the partys federal congress in turin
1064,0.1,0.03076923076923077,roger scratton described it as a brilliant summary of storytelling,0.1,0.03076923076923077,roger scratton described it as a brilliant summary of storytelling,roger scruton described it as a brilliant summary of storytelling
1065,0.3,0.3918918918918919,thus profit rent and interest were considered,0.3,0.3918918918918919,thus profit rent and interest were considered,thus profit rent and interest were considered unjust economic arrangements
1066,0.0,0.0,it is concerned with the french language,0.0,0.0,it is concerned with the french language,it is concerned with the french language
1067,0.0,0.0,shortly after vickers acquired the british patents,0.0,0.0,shortly after vickers acquired the british patents,shortly after vickers acquired the british patents
1068,0.0,0.0,the pocono raceway is located within the township,0.0,0.0,the pocono raceway is located within the township,the pocono raceway is located within the township
1069,0.3333333333333333,0.2926829268292683,three japanese extracting plants in this district produced,0.3333333333333333,0.2926829268292683,three japanese extracting plants in this district produced,three japanese extracting plants in this district produced about of sulfur monthly
1070,0.07692307692307693,0.05405405405405406,the film features the song look of love performed by dusty springfield,0.07692307692307693,0.05405405405405406,the film features the song look of love performed by dusty springfield,the film features the song the look of love performed by dusty springfield
1071,0.09090909090909091,0.029850746268656716,the islands around lake manopuri are of varying size and isolation,0.09090909090909091,0.029850746268656716,the islands around lake manopuri are of varying size and isolation,the islands around lake manapouri are of varying size and isolation
1072,0.0,0.0,it was the standard accompaniment of the passionate elegiac poetry,0.0,0.0,it was the standard accompaniment of the passionate elegiac poetry,it was the standard accompaniment of the passionate elegiac poetry
1073,0.16666666666666666,0.2222222222222222,it never rains but it pours never,0.0,0.0,it never rains but it pours,it never rains but it pours
1074,0.42857142857142855,0.2558139534883721,prince simon had to repeal multiple,0.42857142857142855,0.2558139534883721,prince simon had to repeal multiple,prince semion had to repel multiple attacks
1075,0.42857142857142855,0.16666666666666666,this includes the top country album strap,0.42857142857142855,0.16666666666666666,this includes the top country album strap,this included the top country albums chart
1076,0.14285714285714285,0.13953488372093023,his bookplate was designed by vauquel kent,0.14285714285714285,0.13953488372093023,his bookplate was designed by vauquel kent,his bookplate was designed by rockwell kent
1077,0.3333333333333333,0.32075471698113206,the school served students in grades,0.3333333333333333,0.32075471698113206,the school served students in grades,the school served students in grades one through nine
1078,0.3,0.136986301369863,irrelevant information could include things like commands and vices,0.3,0.136986301369863,irrelevant information could include things like commands and wisings,irrelevant information could include things like comments and white space
1079,0.25,0.16666666666666666,there are also specialized schools for tutoring such as human,0.25,0.16666666666666666,there are also specialized schools for tutoring such as human,there are also specialized schools for tutoring such as kumon and eduhub
1080,0.1111111111111111,0.09433962264150944,that improved route became known as the tucson country,0.1111111111111111,0.09433962264150944,that improved route became known as the tucson country,that improved route became known as the tucson cutoff
1081,0.0,0.0,metheringham is on the route of an hourly,0.0,0.0,metheringham is on the route of an hourly,metheringham is on the route of an hourly
1082,0.0,0.0,he was buried in saint pauls oakland cemetery,0.0,0.0,he was buried in saint pauls oakland cemetery,he was buried in saint pauls oakland cemetery
1083,0.125,0.2,ill try not to be vain said frankie grimly,0.0,0.0,ill try not to be vain said frankie,ill try not to be vain said frankie
1084,0.5714285714285714,0.5058823529411764,brigham young remarked to the congregation,0.5714285714285714,0.5058823529411764,brigham young remarked to the congregation,brigham young remarked to the congregation i will manage this voting for elder rigdon
1085,0.0,0.0,project kids who later formed hello,0.0,0.0,project kids who later formed hello,project kids who later formed hello
1086,0.18181818181818182,0.11475409836065574,routes may have been unsigned but still appear on some maps some,0.09090909090909091,0.03278688524590164,routes may have been unsigned but still appear on some maps,routes may have been unsigned but still appeared on some maps
1087,0.2222222222222222,0.016129032258064516,he is overbearing sarcastic and extremely vain but good hearted,0.2222222222222222,0.016129032258064516,he is overbearing sarcastic and extremely vain but good hearted,he is overbearing sarcastic and extremely vain but goodhearted
1088,0.0,0.0,by this stage her voice was in premature decline due to overwork,0.0,0.0,by this stage her voice was in premature decline due to overwork,by this stage her voice was in premature decline due to overwork
1089,0.125,0.03278688524590164,bushwheels are a common modification for a backcountry aircraft,0.125,0.03278688524590164,bushwheels are a common modification for a backcountry aircraft,bushwheels are a common modification for backcountry aircraft
1090,0.2222222222222222,0.16071428571428573,it is serviced by metro trains craigieburn lansip,0.2222222222222222,0.16071428571428573,it is serviced by metro trains craigieburn lancep,it is serviced by metro trains craigieburn line services
1091,0.0,0.0,the aesthetic reconfiguration of the kangas was followed with success,0.0,0.0,the aesthetic reconfiguration of the kangas was followed with success,the aesthetic reconfiguration of the kangas was followed with success
1092,0.375,0.22641509433962265,the exposition ends with a semiquavier condemnation,0.375,0.22641509433962265,the exposition ends with a semiquavier condemnation,the exposition ends with a semiquaver cadential theme
1093,0.0,0.0,some of the jacobites fled some had their estates confiscated,0.0,0.0,some of the jacobites fled some had their estates confiscated,some of the jacobites fled some had their estates confiscated
1094,0.0,0.0,since then all ministers have been appointed from among the ranks of parliament,0.0,0.0,since then all ministers have been appointed from among the ranks of parliament,since then all ministers have been appointed from among the ranks of parliament
1095,0.23076923076923078,0.26506024096385544,it is lightweight but effective and a popular collectors item,0.23076923076923078,0.26506024096385544,it is lightweight but effective and a popular collectors item,it is lightweight but effective and a popular collectors item for enthusiasts today
1096,0.0,0.0,the production was directed by walter learning,0.0,0.0,the production was directed by walter learning,the production was directed by walter learning
1097,0.0,0.0,numbers increase by one as customers enter the store,0.0,0.0,numbers increase by one as customers enter the store,numbers increase by one as customers enter the store
1098,0.0,0.0,the railway cottages are used as housing and the loading bank remains,0.0,0.0,the railway cottages are used as housing and the loading bank remains,the railway cottages are used as housing and the loading bank remains
1099,0.0,0.0,it covers parts of cecil county and harford county,0.1111111111111111,0.02,it covers parts of cecil county and horford county,it covers parts of cecil county and harford county
1100,0.0,0.0,one of his largest commissions was for the anderson building in downtown toronto,0.0,0.0,one of his largest commissions was for the anderson building in downtown toronto,one of his largest commissions was for the anderson building in downtown toronto
1101,0.4,0.23636363636363636,the area of chibour ryan was merged into ternopel ryan,0.4,0.2545454545454545,the area of jabur ryon was merged into taeropiled ryan,the area of zboriv raion was merged into ternopil raion
1102,0.0,0.0,paper will dry out when wet,0.0,0.0,paper will dry out when wet,paper will dry out when wet
1103,0.0,0.0,none of these theories was ever proved,0.0,0.0,none of these theories was ever proved,none of these theories was ever proved
1104,0.5,0.0967741935483871,he played in second row and lock,0.5,0.0967741935483871,he played in second row and lock,he played at secondrow and lock
1105,0.36363636363636365,0.1896551724137931,a resident of wembley is known as wmbleyan or wembley height,0.36363636363636365,0.1896551724137931,a resident of wembley is known as wmbleyan or wembley height,a resident of wembley is known as a wemblian or wembleyite
1106,0.6153846153846154,0.51,many vehicle manufacturers use dynamic composites,0.6153846153846154,0.51,many vehicle manufacturers use dynamic composites,many vehicle manufacturers use dynamic compositing to let the visitor visualize their customizations
1107,0.07692307692307693,0.12643678160919541,only one elementary school from the farmingdale district is located in north,0.07692307692307693,0.12643678160919541,only one elementary school from the farmingdale district is located in north,only one elementary school from the farmingdale district is located in north massapequa
1108,0.1,0.11864406779661017,the ceylon insects are in the natural history museum,0.1,0.11864406779661017,the ceylon insects are in the natural history museum,the ceylon insects are in the natural history museum london
1109,0.0,0.0,during his tenure the museum gained regional and state recognition for excellence,0.0,0.0,during his tenure the museum gained regional and state recognition for excellence,during his tenure the museum gained regional and state recognition for excellence
1110,0.1,0.031746031746031744,aleck won more international fencing titles than any other woman,0.1,0.031746031746031744,aleck won more international fencing titles than any other woman,elek won more international fencing titles than any other woman
1111,0.6153846153846154,0.5972222222222222,subartu might have been in the january,0.5384615384615384,0.5416666666666666,subartu may have been in the january,subartu may have been in the general sphere of influence of the hurrians
1112,0.0,0.0,he was born in march cambridgeshire england,0.0,0.0,he was born in march cambridgeshire england,he was born in march cambridgeshire england
1113,0.0,0.0,it publishes review articles on all aspects of chemistry,0.0,0.0,it publishes review articles on all aspects of chemistry,it publishes review articles on all aspects of chemistry
1114,0.3333333333333333,0.43478260869565216,urbain was a notable manufacturer of analog,0.3333333333333333,0.43478260869565216,urbain was a notable manufacturer of analog,oberheim was a notable manufacturer of analog polyphonic synthesizers
1115,0.2,0.25,before releasing the bliss album blister,0.0,0.0,before releasing the bliss album,before releasing the bliss album
1116,0.0,0.0,mrs spencer says oh mr joyce,0.0,0.0,mrs spencer says oh mr joyce,mrs spencer says  oh mr joyce
1117,0.1,0.06349206349206349,cuimendo is served by the eagle pass independent school district,0.1,0.06349206349206349,cuimendo is served by the eagle pass independent school district,quemado is served by the eagle pass independent school district
1118,0.2,0.12962962962962962,the hundred dining hall is stepped from the western campus,0.2,0.09259259259259259,the hundron dining hall is stepped from the western campus,the huron dining hall is steps from the western campus
1119,0.2857142857142857,0.3246753246753247,it did however remain the only united states city to,0.2857142857142857,0.3246753246753247,it did however remain the only united states city to,it did however remain the only united states city to participate in the event
1120,0.5,0.5063291139240507,all songs written by art alexakis craig,0.5,0.5063291139240507,all songs written by art alexakis craig,all songs written by art alexakis craig montoya and greg eklund except as noted
1121,0.09090909090909091,0.1527777777777778,variables may be lexical and grammatical but are most often fine,0.09090909090909091,0.1527777777777778,variables may be lexical and grammatical but are most often fine,variables may be lexical and grammatical but are most often phonological
1122,0.0,0.0,d duck curate of danby,0.0,0.0,d duck curate of danby,d duck curate of danby
1123,0.3076923076923077,0.21212121212121213,the south part of the peninsula is in the neighborhood,0.3076923076923077,0.21212121212121213,the south part of the peninsula is in the neighborhood,the south part of the peninsula is in the neighboring town of lyme
1124,0.3333333333333333,0.3333333333333333,his ancient chinese secret,0.3333333333333333,0.3333333333333333,his ancient chinese secret,heres his ancient chinese secret  calgon
1125,0.08333333333333333,0.08955223880597014,he caught her hand impulsively and they went along the narrow,0.08333333333333333,0.08955223880597014,he caught her hand impulsively and they went along the narrow,he caught her hand impulsively and they went along the narrow alley
1126,0.0,0.0,the public education system is run by the tasmanian department of education,0.0,0.0,the public education system is run by the tasmanian department of education,the public education system is run by the tasmanian department of education
1127,0.125,0.08695652173913043,new world barbets have little impact on him,0.125,0.08695652173913043,new world barbets have little impact on him,new world barbets have little impact on humans
1128,0.5384615384615384,0.48,black mountain elevation is more remote,0.5384615384615384,0.48,black mountain elevation is more remote,black mountain elevation is in the more remote western edge of the location
1129,0.14285714285714285,0.07692307692307693,passengers dispute his account of this confronting,0.14285714285714285,0.07692307692307693,passengers dispute his account of this confronting,passengers dispute his account of this confrontation
1130,0.3076923076923077,0.19480519480519481,the national aquatic center is one of the worlds largest indoors,0.3076923076923077,0.19480519480519481,the national aquatic center is one of the worlds largest indoors,the national aquatic centre is one of the worlds largest indoor water centres
1131,0.16666666666666666,0.05660377358490566,ive struggled all my life and i swear im no better,0.16666666666666666,0.05660377358490566,ive struggled all my life and i swear im no better,i have struggled all my life and i swear im no better
1132,0.0,0.0,have you seen her sideways bertie,0.0,0.0,have you seen her sideways bertie,have you seen her sideways bertie
1133,0.0,0.0,advertise with us,0.0,0.0,advertise with us,advertise with us
1134,0.18181818181818182,0.0136986301369863,he nominated military men and non party politicians when he felt necessary,0.18181818181818182,0.0136986301369863,he nominated military men and non party politicians when he felt necessary,he nominated military men and nonparty politicians when he felt necessary
1135,0.0,0.0,townships to the northwest of sarawak were named keppel and albemarle,0.0,0.0,townships to the northwest of sarawak were named keppel and albemarle,townships to the northwest of sarawak were named keppel and albemarle
1136,0.25,0.02,it is one of twenty seven union townships statewide,0.25,0.02,it is one of twenty seven union townships statewide,it is one of twentyseven union townships statewide
1137,0.0,0.0,its fossil range corresponds with the species current natural range,0.0,0.0,its fossil range corresponds with the species current natural range,its fossil range corresponds with the species current natural range
1138,0.07692307692307693,0.13095238095238096,he was killed while doing so but the argentinian unit surrendered shortly,0.07692307692307693,0.13095238095238096,he was killed while doing so but the argentinian unit surrendered shortly,he was killed while doing so but the argentinian unit surrendered shortly afterwards
1139,0.0,0.0,the collection also includes his commentary on these narrations,0.0,0.0,the collection also includes his commentary on these narrations,the collection also includes his commentary on these narrations
1140,0.0,0.0,above the town are the ruins of a fortified city,0.0,0.0,above the town are the ruins of a fortified city,above the town are the ruins of a fortified city
1141,0.36363636363636365,0.18461538461538463,she was briefly in a relationship with cheek musician niall rogers chris,0.18181818181818182,0.046153846153846156,she was briefly in a relationship with chic musician niall rogers,she was briefly in a relationship with chic musician nile rodgers
1142,0.25,0.12121212121212122,i said i wasnt going to play here,0.25,0.12121212121212122,i said i wasnt going to play here,i i said wasnt going to play here
1143,0.0,0.0,ill repeat the oath first,0.0,0.0,ill repeat the oath first,ill repeat the oath first
1144,0.0,0.0,she is not the character in the film,0.0,0.0,she is not the character in the film,she is not the character in the film
1145,0.0,0.0,she spent her whole career assigned to the home and grand fleets,0.0,0.0,she spent her whole career assigned to the home and grand fleets,she spent her whole career assigned to the home and grand fleets
1146,0.0,0.0,he made frequent appearances in both the print and electronic media,0.0,0.0,he made frequent appearances in both the print and electronic media,he made frequent appearances in both the print and electronic media
1147,0.45454545454545453,0.4067796610169492,the back side of the campus is ruined by canobas,0.45454545454545453,0.4067796610169492,the back side of the campus is ruined by canobas,the back side of campus is ringed by the kennebecasis river
1148,0.0,0.0,her parents divorced in her childhood,0.0,0.0,her parents divorced in her childhood,her parents divorced in her childhood
1149,0.0,0.0,the terminal has tianjin airlines headquarters,0.0,0.0,the terminal has tianjin airlines headquarters,the terminal has tianjin airlines headquarters
1150,0.2857142857142857,0.3157894736842105,tennis and real tennis are both played tennis play,0.0,0.0,tennis and real tennis are both played,tennis and real tennis are both played
1151,0.14285714285714285,0.08888888888888889,cooneys followers retain fond memories of,0.0,0.0,cooneys followers retain fond memories of him,cooneys followers retain fond memories of him
1152,0.0,0.0,ill put a spell on her,0.0,0.0,ill put a spell on her,ill put a spell on her
1153,0.18181818181818182,0.013513513513513514,eventually he became their lead composer under the pseudonym purplemotion,0.18181818181818182,0.013513513513513514,eventually he became their lead composer under the pseudonym purplemotion,eventually he became their lead composer under the pseudonym purple motion
1154,0.2857142857142857,0.2727272727272727,japan and china were sent thousands of students to study,0.2857142857142857,0.2727272727272727,japan and china were sent thousands of students to study,japan and china were sent thousands of students to study in the united states
